ner,sample,component,label
Apple Store,App Store ( r ),209,1
iOS App Store,TV App Store,209,1
iOS App Store,Mac App Store,209,1
iOS App Store,Watch App Store,209,1
iOS App Store,App Store ( r ),209,1
TV App Store,Mac App Store,209,1
TV App Store,Watch App Store,209,1
TV App Store,App Store ( r ),209,1
Mac App Store,Watch App Store,209,1
Mac App Store,App Store ( r ),209,1
Watch App Store,App Store ( r ),209,1
Apple Music ( r ),Apple Music,211,1
Apple Pay ( r ),Apple Pay,212,1
Apple TV ( r ),Apple TV +,213,1
Apple TV ( r ),Apple TV,213,1
Apple TV +,Apple TV,213,1
Apple Watch Series 5,Apple Watch,214,1
Apple Watch Series 5,Apple Watch ( r ),214,1
Apple Watch,Apple Watch ( r ),214,1
AGS,Applied Global Services ( AGS ),216,1
"Applied Materials, Inc. ( Applied )","Applied Materials, Inc.",217,1
AMCC,Applied Micro Circuits Corporation ( AMCC ),218,1
Approach ( r ),Approach,219,1
Aquaform ( r ),Aquaform,220,1
"Aquasana, Inc. ( Aquasana )",Aquasana,221,1
Aranesp,Aranesp ( r ),222,1
"Arbor Biotechnologies, Inc",Arbor Biotechnologies,223,1
"Arbor Networks, Inc.",Arbor Networks,224,1
Arconic Corporation,Arconic,225,1
Arconic,Arconic Inc,225,1
Arconic,Arconic Inc.,225,1
"Argus Dental & Vision, Inc. ( Argus )",Argus,226,1
Arity,Arity ( r ),228,1
Arrow,Arrow Electronics ( Arrow ),229,1
Arrow Electronics,"Arrow Electronics, Inc",230,1
Arrow Electronics,"Arrow Electronics, Inc.",230,1
Artificial Intelligence,Artificial Intelligence ( AI ),232,1
Arvato,"Arvato Digital Services, Inc. ( Arvato )",233,1
"Assemble Systems, Inc.",Assemble Systems,234,1
A-GNSS,Assisted Global Navigation Satellite System ( A-GNSS ),235,1
Association of American Railroads ( AAR ),Association of American Railroads,236,1
AFA,Association of Flight Attendants ( AFA ),237,1
AFA,Association of Flight Attendants-CWA ( AFA ),237,1
"Assurance IQ, Inc.",Assurance IQ,238,1
Atmos Energy Marketing ( AEM ),AEM,240,1
Atria Books ( r ),Atria Books,242,1
Atripla,Atripla ( r ),243,1
aHUS,Atypical Hemolytic Uremic Syndrome ( aHUS ),244,1
Aura ( r ),Aura,245,1
Aurora PECVD,Aurora PECVD ( r ),246,1
Australia ( Worley ),Worley,247,1
Australia Pacific LNG Australia Pacific LNG Pty Ltd ( APLNG ),APLNG,248,1
APLNG,Australia Pacific LNG Pty Ltd ( APLNG ),248,1
Australian Pesticides and Veterinary Medicines Authority ( APVMA ),APVMA,249,1
AutoNation,"Republic Industries, Inc. ( AutoNation )",252,1
AutoNation,"AutoNation, Inc.",252,1
"Republic Industries, Inc. ( AutoNation )","AutoNation, Inc.",252,1
AutoZone,"AutoZone, Inc.",253,1
WAIHA,Autoimmune Hemolytic Anemia ( WAIHA ),255,1
Automatic Data Processing,"Automatic Data Processing, Inc.",256,1
"Automatic Data Processing, Inc.","Automatic Data Processing, Inc. ( ADP )",256,1
"Automatic Data Processing, Inc.","Automatic Data Processing Insurance Agency, Inc.",256,1
"Automatic Data Processing, Inc. ( ADP )","Automatic Data Processing Insurance Agency, Inc.",256,1
Autopart International ( r ),Autopart International,257,1
Avastin,Avastin ( r ),258,1
Aviation and Transportation Security Act of,Aviation and Transportation Security Act,260,1
Aviation and Transportation Security Act of,Aviation and Transportation Security Act of 2001,260,1
Avigilon Corporation,Avigilon,261,1
Avnera,Avnera Corporation,262,1
"Avon Products, Inc","Avon Products, Inc.",264,1
"Axon Enterprise, Inc","Axon Enterprise, Inc.",266,1
BAMTech,BAMTech LLC ( BAMTech ),270,1
BASF Corporation,BASF SE,271,1
BASF Corporation,BASF AG,271,1
BASF Corporation,BASF,271,1
BASF SE,BASF AG,271,1
BASF SE,BASF,271,1
BASF AG,BASF,271,1
BEHR ( r ),BEHR,272,1
BHC,( BHCs ),275,1
BHC,( BHC ),275,1
BHC,BHC Act,275,1
( BHCs ),( BHC ),275,1
( BHCs ),BHCs,275,1
( BHC ),BHCs,275,1
BHC Act,Bank Holding Company Act of 1956 ( BHC Act ),275,1
BHC Act,U. S. Bank Holding Company Act of 1956 ( BHC Act ),275,1
LLC Units,BHGE LLC ( LLC Units ),276,1
BID4U,BID4U ( r ),277,1
BNP Paribas Personal Finance S. A,BNP Paribas,280,1
BNP Paribas Personal Finance S. A,BNP Paribas Leasing Solutions Limited,280,1
BNP Paribas,BNP Paribas Leasing Solutions Limited,280,1
BNSF Railway Company,Burlington Northern Santa Fe LLC,281,1
BNSF Railway Company,BNSF Railway,281,1
BNSF Railway Company,BNSF Railway Company ( BNSF ),281,1
BNSF Railway Company,( BNSF Railway Company and Union Pacific Railroad Company ),281,1
BNSF Railway Company,BNSF,281,1
Burlington Northern Santa Fe LLC,BNSF Railway,281,1
Burlington Northern Santa Fe LLC,BNSF Railway Company ( BNSF ),281,1
Burlington Northern Santa Fe LLC,( BNSF Railway Company and Union Pacific Railroad Company ),281,1
Burlington Northern Santa Fe LLC,BNSF,281,1
BNSF Railway,BNSF Railway Company ( BNSF ),281,1
BNSF Railway,( BNSF Railway Company and Union Pacific Railroad Company ),281,1
BNSF Railway,BNSF,281,1
BNSF Railway Company ( BNSF ),( BNSF Railway Company and Union Pacific Railroad Company ),281,1
BNSF Railway Company ( BNSF ),BNSF,281,1
BNY Mellon Trust Company,Bank of New York Mellon,282,1
BNY Mellon Trust Company,BNY Mellon SA / NV,282,1
BNY Mellon Trust Company,BNY Mellon,282,1
BNY Mellon Trust Company,BNY Mellon Trust,282,1
Bank of New York Mellon,BNY Mellon SA / NV,282,1
Bank of New York Mellon,BNY Mellon,282,1
Bank of New York Mellon,BNY Mellon Trust,282,1
Bank of New York Mellon,Bank of New York Mellon Corporation,282,1
BNY Mellon SA / NV,BNY Mellon,282,1
BNY Mellon SA / NV,BNY Mellon Trust,282,1
BNY Mellon,BNY Mellon Trust,282,1
BSB Bancorp,"BSB Bancorp, Inc.",283,1
BTG plc ( BTG ),BTG,284,1
Baby Boomers,Baby Boomer,285,1
"Backflip Studios, LLC",Backflip,286,1
Bahama Breeze,Bahama Breeze ( r ),287,1
Baker Hughes Integration,Baker Hughes Incorporated,288,1
Baker Hughes Integration,Baker Hughes Company,288,1
Baker Hughes Integration,Baker Hughes Co.,288,1
Baker Hughes Integration,Baker Hughes,288,1
Baker Hughes Incorporated,Baker Hughes Company,288,1
Baker Hughes Incorporated,Baker Hughes Co.,288,1
Baker Hughes Incorporated,Baker Hughes,288,1
Baker Hughes Company,Baker Hughes Co.,288,1
Baker Hughes Company,Baker Hughes,288,1
Baker Hughes Co.,Baker Hughes,288,1
BTC,Baku-Tbilisi-Ceyhan ( BTC ),289,1
Balance,Balance ( r ),290,1
Balance,Balance ( r ) Rewards,290,1
Ball ( r ),Ball,292,1
Ball,Ball Corporation,292,1
Balterio ( r ),Balterio,293,1
Bank Channel Advisors ( Ameriprise Financial Institutions Group ),Ameriprise Financial Institutions Group,294,1
Bank Recovery and Resolution Directive ( BRRD II ),BRRD II,295,1
Bank Holding Company Act of 1956,Bank Holding Company Act,297,1
Bank Holding Company Act of 1956,Bank Service Company Act,297,1
Bank Holding Company Act of 1956,Bank Holding Company,297,1
Bank Holding Company Act of 1956,Bank Holding Company Act of,297,1
Bank Holding Company Act,Bank Service Company Act,297,1
Bank Holding Company Act,Bank Holding Company,297,1
Bank Holding Company Act,Bank Holding Company Act of,297,1
Bank Service Company Act,Bank Holding Company,297,1
Bank Service Company Act,Bank Holding Company Act of,297,1
Bank Holding Company,Bank Holding Company Act of,297,1
Bank of America Corporation,Bank of America,298,1
Bankers Trust,Bankers Trust Co.,299,1
BCBS,Basel Committee on Banking Supervision ' s ( BCBS ),303,1
Basel Committee on Banking Supervision ( Basel Committee ),Basel Committee,304,1
Basel Committee,International Basel Committee on Banking Supervision ( Basel Committee ),304,1
Baxalta Incorporated,Baxalta Incorporated ( Baxalta ),308,1
Baxalta Incorporated,Baxalta,308,1
Baxalta Incorporated ( Baxalta ),Baxalta,308,1
Baxter Healthcare Corporation,Baxter International,309,1
Baxter Healthcare Corporation,Baxter,309,1
Baxter Healthcare Corporation,Baxter International Inc.,309,1
Baxter International,Baxter,309,1
Baxter International,Baxter International Inc.,309,1
Beacon ( r ),Beacon,311,1
Beam,Beam Inc.,312,1
Beconase ( r ),Beconase,314,1
"Becton, Dickinson and Company",Becton Dickinson,315,1
"Bed Bath & Beyond, Inc.","Bed, Bath & Beyond",316,1
"Bed Bath & Beyond, Inc.","Bed Bath & Beyond, Inc",316,1
"Bed, Bath & Beyond","Bed Bath & Beyond, Inc",316,1
"BeiGene, Ltd",BeiGene,318,1
BeiGene,"BeiGene, Ltd. ( BeiGene )",318,1
Beijing Foton Cummins Engine Co.,"Beijing Foton Cummins Engine Co., Ltd",319,1
Beijing Foton Cummins Engine Co.,"Beijing Foton Cummins Engine Co., Ltd.",319,1
Lloyd ' s Brussels,Belgium ( Lloyd ' s Brussels ),320,1
BellSouth Corporation ( BellSouth ),BellSouth,322,1
Benefit Street Partners U. S.,Benefit Street Partners ( r ),323,1
Benjamin Moore,Benjamin Moore ( r ),324,1
Berkeley Law,Berkeley,326,1
BSCR,Bermuda Solvency Capital Requirement ( BSCR ),329,1
BEC,Bethlehem Energy Center ( BEC ),331,1
Bharti Airtel Limited,Bharti Airtel,332,1
Biktarvy,Biktarvy ( r ),333,1
Biocon Ltd.,Biocon,335,1
Biofinity,Biofinity ( r ),336,1
Biogen Idec,Biogen,337,1
Biogen Idec,Biogen Inc.,337,1
Biogen,Biogen Inc.,337,1
Biologics Price Competition and Innovation Act ( BPCIA ),BPCIA,338,1
Biomet,"Biomet, Inc.",339,1
Biopolis SL ( Biopolis ),Biopolis,340,1
Bipartisan Budget Act of,Bipartisan Budget Act,341,1
Bipartisan Budget Act of,Bipartisan Budget Act ( BBA ) of,341,1
Bipartisan Budget Act of,Bipartisan Budget Act of 2018,341,1
Bipartisan Budget Act,Bipartisan Budget Act ( BBA ) of,341,1
Bipartisan Budget Act,Bipartisan Budget Act of 2018,341,1
Bipartisan Budget Act ( BBA ) of,Bipartisan Budget Act of 2018,341,1
Black Hawk,Black Hawk ( r ),342,1
Blackboard,"Blackboard U. S. Holdings, Inc. ( Blackboard )",344,1
Blizzard Battle. net ( r ),Blizzard Battle. net,345,1
Bloomberg Gender-Equality Index,2020 Bloomberg Gender-Equality Index,346,1
Bloomberg Gender-Equality Index,Bloomberg Gender Equality Index,346,1
2020 Bloomberg Gender-Equality Index,Bloomberg Gender Equality Index,346,1
Bluetooth ( r ),Bluetooth,349,1
Boeing,The Boeing Company,352,1
Boeing,Boeing Company,352,1
Boeing,The Boeing Company ( Boeing ),352,1
Booz Allen,Booz Allen & Hamilton,355,1
Booz Allen,Booz Allen Hamilton,355,1
Booz Allen,Booz Allen Hamilton Inc.,355,1
Booz Allen & Hamilton,Booz Allen Hamilton,355,1
Booz Allen & Hamilton,Booz Allen Hamilton Inc.,355,1
Booz Allen Hamilton,Booz Allen Hamilton Inc.,355,1
Robert Bosch GmbH,BSH ( Bosch ),356,1
Robert Bosch GmbH,Bosch,356,1
Robert Bosch GmbH,Bosch Rexroth AG,356,1
Robert Bosch GmbH,Bosch ( r ),356,1
BSH ( Bosch ),Bosch,356,1
BSH ( Bosch ),Bosch Rexroth AG,356,1
BSH ( Bosch ),Bosch ( r ),356,1
Bosch,Bosch Rexroth AG,356,1
Bosch,Bosch ( r ),356,1
Bosch Rexroth AG,Bosch ( r ),356,1
Bovatec ( r ),Bovatec,358,1
Brexit Vote,( Brexit ),359,1
Brexit Vote,Brexit-related,359,1
Brexit Vote,Brexit.,359,1
Brexit Vote,Brexit,359,1
Brexit Vote,United Kingdom ' s Withdrawal Agreement Bill,359,1
Brexit Vote,European Union ( Brexit ),359,1
Brexit Vote,( including those arising from Brexit ),359,1
Brexit Vote,Withdrawal Agreement,359,1
Brexit Vote,( the Withdrawal Agreement ),359,1
Brexit Vote,Corporation ' s Brexit-related,359,1
( Brexit ),Brexit-related,359,1
( Brexit ),Brexit.,359,1
( Brexit ),Brexit,359,1
( Brexit ),United Kingdom ' s Withdrawal Agreement Bill,359,1
( Brexit ),European Union ( Brexit ),359,1
( Brexit ),( including those arising from Brexit ),359,1
( Brexit ),Withdrawal Agreement,359,1
( Brexit ),( the Withdrawal Agreement ),359,1
( Brexit ),Corporation ' s Brexit-related,359,1
Brexit-related,Brexit.,359,1
Brexit-related,Brexit,359,1
Brexit-related,United Kingdom ' s Withdrawal Agreement Bill,359,1
Brexit-related,European Union ( Brexit ),359,1
Brexit-related,( including those arising from Brexit ),359,1
Brexit-related,Withdrawal Agreement,359,1
Brexit-related,( the Withdrawal Agreement ),359,1
Brexit-related,Corporation ' s Brexit-related,359,1
Brexit.,Brexit,359,1
Brexit.,United Kingdom ' s Withdrawal Agreement Bill,359,1
Brexit.,European Union ( Brexit ),359,1
Brexit.,( including those arising from Brexit ),359,1
Brexit.,Withdrawal Agreement,359,1
Brexit.,( the Withdrawal Agreement ),359,1
Brexit.,Corporation ' s Brexit-related,359,1
Brexit,United Kingdom ' s Withdrawal Agreement Bill,359,1
Brexit,European Union ( Brexit ),359,1
Brexit,( including those arising from Brexit ),359,1
Brexit,Withdrawal Agreement,359,1
Brexit,( the Withdrawal Agreement ),359,1
Brexit,Corporation ' s Brexit-related,359,1
United Kingdom ' s Withdrawal Agreement Bill,European Union ( Brexit ),359,1
United Kingdom ' s Withdrawal Agreement Bill,( including those arising from Brexit ),359,1
United Kingdom ' s Withdrawal Agreement Bill,Withdrawal Agreement,359,1
United Kingdom ' s Withdrawal Agreement Bill,( the Withdrawal Agreement ),359,1
United Kingdom ' s Withdrawal Agreement Bill,Corporation ' s Brexit-related,359,1
European Union ( Brexit ),( including those arising from Brexit ),359,1
European Union ( Brexit ),Withdrawal Agreement,359,1
European Union ( Brexit ),( the Withdrawal Agreement ),359,1
European Union ( Brexit ),Corporation ' s Brexit-related,359,1
( including those arising from Brexit ),Withdrawal Agreement,359,1
( including those arising from Brexit ),( the Withdrawal Agreement ),359,1
( including those arising from Brexit ),Corporation ' s Brexit-related,359,1
Withdrawal Agreement,( the Withdrawal Agreement ),359,1
Withdrawal Agreement,Corporation ' s Brexit-related,359,1
( the Withdrawal Agreement ),Corporation ' s Brexit-related,359,1
Bribery Act,Bribery Act 2010 ( Bribery Act ),360,1
Brocade Communications Systems,Brocade Communications Systems LLC,366,1
Brocade Communications Systems,"Brocade Communications Systems, Inc.",366,1
Brookdale Senior Living,Brookdale Senior Living Inc.,367,1
Brookdale Senior Living,"Brookdale Senior Living, Inc.",367,1
Budget Control Act of 2011,Budget Control Act of 2011 ( BCA ),368,1
BCS,Building and Construction Systems ( BCS ),370,1
Bulgari Jewelry Fashion Show,Bvlgari,372,1
Bulgari Jewelry Fashion Show,Bulgari,372,1
Bvlgari,Bulgari,372,1
Bulgari,Bulgari ( r ),372,1
BIA,Bureau of Indian Affairs ( BIA ),373,1
BLM,Bureau of Land Management ( BLM ),374,1
Bureau of Ocean Energy Management ( BOEM ),BOEM,375,1
BOEM,U. S. Bureau of Ocean Energy Management ( BOEM ),375,1
Bureau of Safety and Environmental Enforcement ( BSEE ),BSEE,376,1
Burlington Northern Santa Fe,"Burlington Northern Santa Fe, LLC",377,1
Burlington Resources Inc.,Burlington Resources,378,1
C ( HCV ),HCV,379,1
"C-Quest Technologies International LLC ( which we refer to as together, C-Quest )",C-Quest,380,1
"C-Quest Technologies International LLC ( which we refer to as together, C-Quest )",C-Quest Technology LLC,380,1
C-Quest,C-Quest Technology LLC,380,1
"CBRE Global Investors, LLC",CBRE Global Investors,384,1
CBS All Access ( r ),CBS All Access,386,1
CBS Interactive,CBS Interactive ( r ),387,1
CBSN ( r ),CBSN,389,1
CBSSports. com ( r ),CBSSports. com,390,1
California Consumer Privacy Act,California Consumer Protection Act ( CCPA ),88,1
California Consumer Privacy Act,California Consumer Privacy Act of 2018 ( CCPA ),88,1
California Consumer Privacy Act,California Consumer Privacy Act ( CCPA ),88,1
California Consumer Privacy Act,California ' s Consumer Privacy Act ( CCPA ),88,1
California Consumer Privacy Act,California Consumer Privacy Act of 2018,88,1
California Consumer Privacy Act,"( such as the California Consumer Privacy Act, or CCPA )",88,1
California Consumer Privacy Act,California Consumer Privacy Act of,88,1
California Consumer Privacy Act,California Consumer Protection Act of 2018,88,1
California Consumer Protection Act ( CCPA ),California Consumer Privacy Act of 2018 ( CCPA ),88,1
California Consumer Protection Act ( CCPA ),California Consumer Privacy Act ( CCPA ),88,1
California Consumer Protection Act ( CCPA ),California ' s Consumer Privacy Act ( CCPA ),88,1
California Consumer Protection Act ( CCPA ),California Consumer Privacy Act of 2018,88,1
California Consumer Protection Act ( CCPA ),"( such as the California Consumer Privacy Act, or CCPA )",88,1
California Consumer Privacy Act of 2018 ( CCPA ),California Consumer Privacy Act ( CCPA ),88,1
California Consumer Privacy Act of 2018 ( CCPA ),California ' s Consumer Privacy Act ( CCPA ),88,1
California Consumer Privacy Act of 2018 ( CCPA ),California Consumer Privacy Act of 2018,88,1
California Consumer Privacy Act of 2018 ( CCPA ),"( such as the California Consumer Privacy Act, or CCPA )",88,1
California Consumer Privacy Act of 2018 ( CCPA ),California Consumer Privacy Act of,88,1
California Consumer Privacy Act of 2018 ( CCPA ),California Consumer Protection Act of 2018,88,1
California Consumer Privacy Act ( CCPA ),California ' s Consumer Privacy Act ( CCPA ),88,1
California Consumer Privacy Act ( CCPA ),California Consumer Privacy Act of 2018,88,1
California Consumer Privacy Act ( CCPA ),"( such as the California Consumer Privacy Act, or CCPA )",88,1
California Consumer Privacy Act ( CCPA ),California Consumer Privacy Act of,88,1
California Consumer Privacy Act ( CCPA ),California Consumer Protection Act of 2018,88,1
California ' s Consumer Privacy Act ( CCPA ),California Consumer Privacy Act of 2018,88,1
California ' s Consumer Privacy Act ( CCPA ),"( such as the California Consumer Privacy Act, or CCPA )",88,1
California ' s Consumer Privacy Act ( CCPA ),California Consumer Privacy Act of,88,1
California ' s Consumer Privacy Act ( CCPA ),California Consumer Protection Act of 2018,88,1
California Consumer Privacy Act of 2018,"( such as the California Consumer Privacy Act, or CCPA )",88,1
California Consumer Privacy Act of 2018,California Consumer Privacy Act of,88,1
California Consumer Privacy Act of 2018,California Consumer Protection Act of 2018,88,1
CE Certificate,CE Mark,391,1
CE Certificate,CE-mark,391,1
CE Certificate,CE Mark Certification,391,1
